,sin,cos
90,3.090169943749471,-9.510565162951536
91,2.789911060392291,-9.60293685676943
92,2.486898871648548,-9.68583161128631
93,2.1814324139654233,-9.759167619387474
94,1.8738131458572458,-9.822872507286887
95,1.5643446504023053,-9.876883405951379
96,1.2533323356430408,-9.921147013144779
97,0.9410831331851435,-9.9556196460308
98,0.6279051952931314,-9.980267284282716
99,0.31410759078128236,-9.995065603657316
100,-3.216245299353273e-15,-10.0
101,-0.31410759078128436,-9.995065603657316
102,-0.6279051952931335,-9.980267284282716
103,-0.9410831331851455,-9.9556196460308
104,-1.2533323356430428,-9.921147013144779
105,-1.5643446504023117,-9.876883405951377
106,-1.8738131458572478,-9.822872507286887
107,-2.181432413965425,-9.759167619387474
108,-2.4868988716485503,-9.68583161128631
109,-2.789911060392293,-9.60293685676943
110,-3.090169943749477,-9.510565162951535
111,-3.387379202452915,-9.408807689542254
112,-3.681245526846783,-9.297764858882513
113,-3.9714789063478078,-9.177546256839811
114,-4.257792915650727,-9.048270524660195
115,-4.539904997395471,-8.910065241883677
116,-4.817536741017154,-8.763066800438637
117,-5.090414157503717,-8.607420270039434
118,-5.358267949789967,-8.44327925502015
119,-5.620833778521305,-8.270805742745619
120,-5.877852522924734,-8.090169943749473
121,-6.129070536529766,-7.901550123756903
122,-6.3742398974869,-7.70513242775789
123,-6.613118653236521,-7.501110696304593
124,-6.845471059286887,-7.289686274214116
125,-7.071067811865477,-7.071067811865474
126,-7.289686274214116,-6.845471059286886
127,-7.501110696304599,-6.613118653236516
128,-7.705132427757894,-6.374239897486895
129,-7.901550123756904,-6.129070536529765
130,-8.090169943749473,-5.877852522924733
131,-8.270805742745623,-5.620833778521302
132,-8.443279255020153,-5.358267949789964
133,-8.607420270039437,-5.0904141575037105
134,-8.763066800438637,-4.817536741017153
135,-8.910065241883679,-4.539904997395469
136,-9.048270524660198,-4.257792915650722
137,-9.177546256839813,-3.971478906347803
138,-9.297764858882514,-3.6812455268467783
139,-9.408807689542254,-3.3873792024529137
140,-9.510565162951535,-3.0901699437494754
141,-9.602936856769432,-2.789911060392287
142,-9.685831611286313,-2.4868988716485445
143,-9.759167619387474,-2.1814324139654238
144,-9.822872507286887,-1.8738131458572462
145,-9.876883405951377,-1.5643446504023104
146,-9.921147013144779,-1.2533323356430373
147,-9.9556196460308,-0.9410831331851397
148,-9.980267284282716,-0.627905195293132
149,-9.995065603657316,-0.314107590781283
150,-10.0,-1.8369701987210296e-15
151,-9.995065603657315,0.3141075907812882
152,-9.980267284282716,0.6279051952931372
153,-9.9556196460308,0.9410831331851449
154,-9.921147013144779,1.2533323356430424
155,-9.876883405951379,1.5643446504023069
156,-9.822872507286887,1.8738131458572513
157,-9.759167619387473,2.181432413965429
158,-9.68583161128631,2.4868988716485494
159,-9.60293685676943,2.789911060392292
160,-9.510565162951536,3.0901699437494723
161,-9.408807689542254,3.3873792024529186
162,-9.297764858882513,3.6812455268467827
163,-9.177546256839811,3.9714789063478073
164,-9.048270524660197,4.257792915650726
165,-8.910065241883675,4.539904997395475
166,-8.763066800438633,4.8175367410171575
167,-8.607420270039434,5.090414157503716
168,-8.44327925502015,5.358267949789967
169,-8.270805742745619,5.620833778521305
170,-8.09016994374947,5.877852522924737
171,-7.901550123756901,6.1290705365297695
172,-7.70513242775789,6.3742398974869
173,-7.501110696304595,6.613118653236519
174,-7.289686274214116,6.845471059286886
175,-7.07106781186547,7.07106781186548
176,-6.845471059286883,7.289686274214119
177,-6.613118653236516,7.501110696304599
178,-6.374239897486897,7.705132427757894
179,-6.129070536529765,7.901550123756903
180,-5.877852522924726,8.090169943749478
181,-5.620833778521302,8.27080574274562
182,-5.358267949789964,8.443279255020151
183,-5.090414157503712,8.607420270039437
184,-4.817536741017153,8.763066800438637
185,-4.539904997395462,8.91006524188368
186,-4.257792915650722,9.048270524660197
187,-3.9714789063478033,9.177546256839813
188,-3.6812455268467787,9.297764858882514
189,-3.387379202452914,9.408807689542254
190,-3.090169943749468,9.510565162951538
191,-2.7899110603922876,9.602936856769432
192,-2.486898871648545,9.685831611286313
193,-2.181432413965424,9.759167619387474
194,-1.873813145857247,9.822872507286887
195,-1.5643446504023024,9.876883405951379
196,-1.253332335643038,9.921147013144779
197,-0.9410831331851404,9.9556196460308
198,-0.6279051952931326,9.980267284282716
199,-0.3141075907812836,9.995065603657316
200,6.432490598706546e-15,10.0
201,0.3141075907812876,9.995065603657315
202,0.6279051952931367,9.980267284282716
203,0.9410831331851442,9.9556196460308
204,1.2533323356430417,9.921147013144779
205,1.564344650402315,9.876883405951377
206,1.8738131458572507,9.822872507286887
207,2.181432413965428,9.759167619387473
208,2.486898871648549,9.68583161128631
209,2.7899110603922916,9.60293685676943
210,3.09016994374948,9.510565162951535
211,3.387379202452918,9.408807689542254
212,3.681245526846782,9.297764858882513
213,3.971478906347807,9.177546256839811
214,4.257792915650725,9.048270524660197
215,4.539904997395474,8.910065241883675
216,4.817536741017157,8.763066800438633
217,5.090414157503716,8.607420270039436
218,5.358267949789966,8.443279255020151
219,5.6208337785213045,8.270805742745619
220,5.877852522924735,8.090169943749471
221,6.129070536529769,7.901550123756901
222,6.3742398974869,7.70513242775789
223,6.613118653236519,7.501110696304595
224,6.845471059286893,7.28968627421411
225,7.071067811865479,7.071067811865471
226,7.289686274214119,6.845471059286884
227,7.501110696304597,6.613118653236517
228,7.705132427757892,6.374239897486897
229,7.901550123756909,6.129070536529758
230,8.090169943749478,5.8778525229247265
231,8.27080574274562,5.620833778521303
232,8.443279255020151,5.358267949789965
233,8.607420270039437,5.090414157503712
234,8.76306680043864,4.817536741017146
235,8.91006524188368,4.539904997395462
236,9.048270524660197,4.257792915650723
237,9.177546256839813,3.971478906347804
238,9.297764858882514,3.681245526846779
239,9.408807689542257,3.3873792024529066
240,9.510565162951538,3.0901699437494683
241,9.602936856769432,2.7899110603922885
242,9.685831611286313,2.486898871648546
243,9.759167619387474,2.181432413965425
244,9.822872507286888,1.873813145857239
245,9.876883405951379,1.5643446504023029
246,9.921147013144779,1.2533323356430384
247,9.9556196460308,0.9410831331851409
248,9.980267284282716,0.6279051952931332
249,9.995065603657316,0.31410759078127537
250,10.0,-5.82016719913287e-15
251,9.995065603657315,-0.3141075907812869
252,9.980267284282716,-0.6279051952931359
253,9.9556196460308,-0.9410831331851437
254,9.921147013144777,-1.2533323356430501
255,9.876883405951377,-1.5643446504023142
256,9.822872507286887,-1.8738131458572502
257,9.759167619387473,-2.1814324139654278
258,9.68583161128631,-2.486898871648548
259,9.60293685676943,-2.789911060392291
260,9.510565162951536,-3.090169943749471
261,9.40880768954225,-3.3873792024529257
262,9.29776485888251,-3.68124552684679
263,9.177546256839808,-3.9714789063478144
264,9.048270524660193,-4.257792915650733
265,8.910065241883675,-4.539904997395473
266,8.763066800438633,-4.817536741017156
267,8.607420270039436,-5.090414157503714
268,8.443279255020151,-5.358267949789966
269,8.270805742745619,-5.6208337785213045
270,8.090169943749476,-5.877852522924729
271,7.901550123756897,-6.129070536529775
272,7.705132427757886,-6.3742398974869054
273,7.50111069630459,-6.613118653236526
274,7.28968627421411,-6.845471059286892
275,7.071067811865471,-7.071067811865479
276,6.845471059286884,-7.289686274214118
277,6.613118653236517,-7.501110696304597
278,6.3742398974868975,-7.705132427757892
279,6.129070536529766,-7.901550123756903
280,5.877852522924734,-8.090169943749473
281,5.620833778521296,-8.270805742745624
282,5.358267949789957,-8.443279255020157
283,5.090414157503705,-8.60742027003944
284,4.817536741017147,-8.76306680043864
285,4.539904997395463,-8.91006524188368
286,4.2577929156507235,-9.048270524660197
287,3.9714789063478046,-9.177546256839813
288,3.6812455268467796,-9.297764858882514
289,3.3873792024529155,-9.408807689542254
290,3.090169943749478,-9.510565162951535
291,2.7899110603922805,-9.602936856769434
292,2.486898871648538,-9.685831611286314
293,2.1814324139654167,-9.759167619387476
294,1.8738131458572393,-9.822872507286888
295,1.5643446504023033,-9.876883405951379
296,1.253332335643039,-9.921147013144779
297,0.9410831331851415,-9.9556196460308
298,0.6279051952931338,-9.980267284282716
299,0.3141075907812848,-9.995065603657316
300,3.673940397442059e-15,-10.0
301,-0.3141075907812952,-9.995065603657315
302,-0.6279051952931443,-9.980267284282714
303,-0.9410831331851519,-9.955619646030799
304,-1.2533323356430492,-9.921147013144777
305,-1.5643446504023137,-9.876883405951377
306,-1.8738131458572496,-9.822872507286887
307,-2.181432413965427,-9.759167619387473
308,-2.4868988716485476,-9.68583161128631
309,-2.7899110603922903,-9.602936856769432
310,-3.0901699437494705,-9.510565162951536
311,-3.3873792024529252,-9.40880768954225
312,-3.681245526846789,-9.29776485888251
313,-3.971478906347814,-9.177546256839808
314,-4.257792915650732,-9.048270524660193
315,-4.539904997395473,-8.910065241883677
316,-4.817536741017156,-8.763066800438635
317,-5.090414157503714,-8.607420270039436
318,-5.3582679497899655,-8.443279255020151
319,-5.6208337785213045,-8.270805742745619
320,-5.877852522924728,-8.090169943749476
321,-6.129070536529775,-7.901550123756897
322,-6.3742398974869054,-7.705132427757886
323,-6.6131186532365245,-7.501110696304591
324,-6.845471059286892,-7.28968627421411
325,-7.071067811865479,-7.071067811865471
326,-7.289686274214118,-6.845471059286884
327,-7.501110696304596,-6.613118653236518
328,-7.705132427757891,-6.3742398974868975
329,-7.901550123756902,-6.129070536529767
330,-8.090169943749482,-5.87785252292472
331,-8.270805742745624,-5.620833778521296
332,-8.443279255020157,-5.3582679497899575
333,-8.60742027003944,-5.090414157503705
334,-8.76306680043864,-4.817536741017147
335,-8.91006524188368,-4.539904997395464
336,-9.048270524660197,-4.2577929156507235
337,-9.177546256839811,-3.971478906347805
338,-9.297764858882513,-3.68124552684678
339,-9.408807689542254,-3.387379202452916
340,-9.51056516295154,-3.090169943749461
341,-9.602936856769434,-2.789911060392281
342,-9.685831611286314,-2.4868988716485383
343,-9.759167619387476,-2.1814324139654175
344,-9.822872507286888,-1.8738131458572398
345,-9.876883405951379,-1.564344650402304
346,-9.921147013144779,-1.2533323356430395
347,-9.9556196460308,-0.9410831331851421
348,-9.980267284282716,-0.6279051952931345
349,-9.995065603657316,-0.3141075907812854
350,-10.0,1.3477304596986768e-14
351,-9.995065603657315,0.31410759078129463
352,-9.980267284282714,0.6279051952931436
353,-9.955619646030799,0.9410831331851512
354,-9.921147013144777,1.2533323356430488
355,-9.876883405951377,1.564344650402313
356,-9.822872507286887,1.8738131458572491
357,-9.759167619387473,2.1814324139654264
358,-9.685831611286313,2.486898871648547
359,-9.602936856769432,2.78991106039229
360,-9.510565162951533,3.090169943749487
361,-9.40880768954225,3.387379202452925
362,-9.29776485888251,3.6812455268467885
363,-9.177546256839808,3.9714789063478135
364,-9.048270524660193,4.257792915650732
365,-8.910065241883677,4.539904997395472
366,-8.763066800438635,4.817536741017155
367,-8.607420270039437,5.090414157503713
368,-8.443279255020151,5.3582679497899655
369,-8.270805742745619,5.620833778521304
370,-8.090169943749467,5.8778525229247425
371,-7.901550123756897,6.129070536529774
372,-7.705132427757886,6.374239897486904
373,-7.501110696304591,6.6131186532365245
374,-7.289686274214111,6.845471059286891
375,-7.071067811865472,7.071067811865478
376,-6.845471059286885,7.289686274214117
377,-6.613118653236518,7.501110696304596
378,-6.3742398974868975,7.705132427757891
379,-6.129070536529767,7.901550123756902
380,-5.87785252292472,8.090169943749482
381,-5.6208337785212965,8.270805742745624
382,-5.3582679497899575,8.443279255020157
383,-5.090414157503707,8.60742027003944
384,-4.817536741017148,8.76306680043864
385,-4.539904997395464,8.91006524188368
386,-4.257792915650724,9.048270524660197
387,-3.9714789063478055,9.177546256839811
388,-3.681245526846781,9.297764858882513
389,-3.3873792024529,9.408807689542261
390,-3.0901699437494616,9.51056516295154
391,-2.7899110603922814,9.602936856769434
392,-2.4868988716485387,9.685831611286314
393,-2.181432413965418,9.759167619387476
394,-1.8738131458572405,9.822872507286888
395,-1.5643446504023049,9.876883405951379
396,-1.2533323356430401,9.921147013144779
397,-0.9410831331851427,9.9556196460308
398,-0.6279051952931352,9.980267284282716
399,-0.31410759078126826,9.995065603657316
400,1.2864981197413092e-14,10.0
401,0.314107590781294,9.995065603657315
402,0.627905195293143,9.980267284282716
403,0.9410831331851506,9.9556196460308
404,1.2533323356430481,9.921147013144777
405,1.5643446504023126,9.876883405951377
406,1.8738131458572485,9.822872507286887
407,2.181432413965426,9.759167619387474
408,2.4868988716485467,9.685831611286313
409,2.7899110603923067,9.602936856769427
410,3.090169943749486,9.510565162951533
411,3.3873792024529243,9.40880768954225
412,3.681245526846788,9.29776485888251
413,3.971478906347813,9.177546256839808
414,4.2577929156507315,9.048270524660193
415,4.539904997395471,8.910065241883677
416,4.817536741017154,8.763066800438635
417,5.090414157503713,8.607420270039437
418,5.358267949789965,8.443279255020151
419,5.620833778521318,8.27080574274561
420,5.877852522924742,8.090169943749467
421,6.129070536529774,7.9015501237568975
422,6.374239897486904,7.705132427757887
423,6.613118653236524,7.501110696304591
424,6.845471059286891,7.289686274214111
425,7.071067811865478,7.071067811865472
426,7.289686274214117,6.845471059286885
427,7.501110696304595,6.613118653236518
428,7.705132427757891,6.374239897486898
429,7.901550123756912,6.1290705365297535
430,8.090169943749482,5.877852522924721
431,8.270805742745624,5.6208337785212965
432,8.443279255020155,5.358267949789958
433,8.607420270039439,5.090414157503707
434,8.763066800438638,4.817536741017149
435,8.91006524188368,4.539904997395465
436,9.048270524660197,4.257792915650725
437,9.177546256839811,3.971478906347806
438,9.297764858882513,3.6812455268467814
439,9.40880768954226,3.3873792024529004
440,9.51056516295154,3.090169943749462
441,9.602936856769434,2.7899110603922823
442,9.685831611286313,2.486898871648539
443,9.759167619387476,2.181432413965419
444,9.822872507286888,1.8738131458572413
445,9.876883405951379,1.5643446504023053
446,9.921147013144779,1.2533323356430408
447,9.9556196460308,0.9410831331851434
448,9.980267284282716,0.627905195293118
449,9.995065603657316,0.31410759078126893
450,10.0,-1.2252657797839415e-14
451,9.995065603657315,-0.3141075907812934
452,9.980267284282716,-0.6279051952931425
453,9.9556196460308,-0.94108313318515
454,9.921147013144777,-1.2533323356430475
455,9.876883405951377,-1.564344650402312
456,9.822872507286887,-1.8738131458572478
457,9.759167619387474,-2.1814324139654255
458,9.685831611286307,-2.486898871648563
459,9.602936856769427,-2.7899110603923063
460,9.510565162951533,-3.0901699437494856
461,9.40880768954225,-3.387379202452924
462,9.29776485888251,-3.6812455268467876
463,9.17754625683981,-3.971478906347812
464,9.048270524660193,-4.257792915650731
465,8.910065241883677,-4.539904997395471
466,8.763066800438635,-4.817536741017154
467,8.607420270039437,-5.090414157503713
468,8.443279255020142,-5.358267949789979
469,8.27080574274561,-5.620833778521317
470,8.090169943749467,-5.877852522924742
471,7.9015501237568975,-6.129070536529772
472,7.705132427757887,-6.374239897486904
473,7.5011106963045915,-6.613118653236524
474,7.289686274214111,-6.84547105928689
475,7.071067811865474,-7.071067811865477
476,6.845471059286886,-7.289686274214117
477,6.613118653236519,-7.501110696304595
478,6.374239897486885,-7.705132427757903
479,6.1290705365297535,-7.901550123756912
480,5.877852522924721,-8.090169943749482
481,5.620833778521298,-8.270805742745624
482,5.358267949789958,-8.443279255020155
483,5.090414157503708,-8.607420270039439
484,4.817536741017149,-8.763066800438638
485,4.539904997395466,-8.91006524188368
486,4.257792915650725,-9.048270524660197
487,3.971478906347807,-9.177546256839811
488,3.6812455268467654,-9.29776485888252
489,3.387379202452901,-9.40880768954226
490,3.090169943749463,-9.51056516295154
491,2.7899110603922828,-9.602936856769434
492,2.48689887164854,-9.685831611286313
493,2.1814324139654193,-9.759167619387476
494,1.8738131458572418,-9.822872507286887
495,1.564344650402306,-9.876883405951379
496,1.2533323356430415,-9.921147013144779
497,0.9410831331851439,-9.9556196460308
498,0.6279051952931186,-9.980267284282716
499,0.31410759078126954,-9.995065603657316
500,-1.164033439826574e-14,-10.0
501,-0.3141075907812928,-9.995065603657315
502,-0.6279051952931418,-9.980267284282716
503,-0.9410831331851495,-9.9556196460308
504,-1.253332335643047,-9.921147013144777
505,-1.5643446504023115,-9.876883405951377
506,-1.8738131458572471,-9.822872507286887
507,-2.1814324139654246,-9.759167619387474
508,-2.4868988716485623,-9.685831611286307
509,-2.7899110603923054,-9.602936856769427
510,-3.090169943749485,-9.510565162951533
511,-3.3873792024529066,-9.408807689542257
512,-3.681245526846787,-9.29776485888251
513,-3.9714789063478277,-9.1775462568398
514,-4.257792915650731,-9.048270524660193
515,-4.539904997395486,-8.910065241883668
516,-4.817536741017153,-8.763066800438637
517,-5.090414157503727,-8.607420270039427
518,-5.358267949789964,-8.443279255020151
519,-5.620833778521317,-8.27080574274561
520,-5.877852522924726,-8.090169943749478
521,-6.129070536529772,-7.9015501237568975
522,-6.374239897486918,-7.705132427757876
523,-6.613118653236523,-7.5011106963045915
524,-6.845471059286902,-7.2896862742141
525,-7.071067811865477,-7.071067811865474
526,-7.2896862742141275,-6.845471059286873
527,-7.501110696304595,-6.613118653236519
528,-7.705132427757901,-6.374239897486885
529,-7.901550123756901,-6.129070536529769
530,-8.090169943749482,-5.877852522924723
531,-8.270805742745614,-5.6208337785213125
532,-8.443279255020155,-5.35826794978996
533,-8.607420270039448,-5.090414157503692
534,-8.763066800438638,-4.8175367410171495
535,-8.910065241883688,-4.53990499739545
536,-9.048270524660197,-4.257792915650726
537,-9.177546256839818,-3.9714789063477913
538,-9.297764858882513,-3.6812455268467827
539,-9.40880768954226,-3.3873792024529017
540,-9.510565162951535,-3.0901699437494807
541,-9.602936856769432,-2.789911060392283
542,-9.685831611286318,-2.486898871648523
543,-9.759167619387476,-2.1814324139654198
544,-9.82287250728689,-1.873813145857225
545,-9.876883405951379,-1.5643446504023064
546,-9.92114701314478,-1.2533323356430246
547,-9.9556196460308,-0.9410831331851445
548,-9.980267284282716,-0.6279051952931192
549,-9.995065603657315,-0.3141075907812879
550,-10.0,1.1028010998692062e-14
551,-9.995065603657316,0.31410759078127437
552,-9.980267284282716,0.6279051952931413
553,-9.955619646030797,0.9410831331851666
554,-9.921147013144777,1.2533323356430461
555,-9.876883405951375,1.5643446504023284
556,-9.822872507286887,1.8738131458572465
557,-9.759167619387469,2.1814324139654415
558,-9.685831611286313,2.4868988716485445
559,-9.602936856769427,2.789911060392305
560,-9.510565162951538,3.090169943749468
561,-9.40880768954225,3.3873792024529226
562,-9.297764858882505,3.681245526846803
563,-9.17754625683981,3.9714789063478113
564,-9.048270524660186,4.257792915650746
565,-8.910065241883679,4.539904997395469
566,-8.763066800438628,4.817536741017168
567,-8.607420270039437,5.090414157503712
568,-8.443279255020142,5.358267949789979
569,-8.270805742745623,5.620833778521302
570,-8.090169943749467,5.877852522924741
571,-7.901550123756909,6.129070536529758
572,-7.7051324277578885,6.374239897486903
573,-7.501110696304581,6.613118653236536
574,-7.289686274214113,6.84547105928689
575,-7.071067811865461,7.071067811865489
576,-6.845471059286886,7.289686274214116
577,-6.613118653236507,7.501110696304606
578,-6.3742398974869,7.70513242775789
579,-6.129070536529754,7.901550123756912
580,-5.877852522924737,8.09016994374947
581,-5.620833778521299,8.270805742745623
582,-5.358267949789946,8.443279255020164
583,-5.090414157503709,8.607420270039439
584,-4.817536741017134,8.763066800438645
585,-4.539904997395467,8.910065241883679
586,-4.25779291565071,9.048270524660202
587,-3.9714789063478078,9.177546256839811
588,-3.6812455268467663,9.29776485888252
589,-3.3873792024529186,9.408807689542254
590,-3.090169943749464,9.510565162951538
591,-2.789911060392267,9.602936856769439
592,-2.486898871648541,9.685831611286313
593,-2.1814324139654033,9.75916761938748
594,-1.873813145857243,9.822872507286887
595,-1.5643446504022895,9.87688340595138
596,-1.2533323356430426,9.921147013144779
597,-0.9410831331851275,9.9556196460308
598,-0.6279051952931375,9.980267284282716
599,-0.3141075907812707,9.995065603657316
600,-7.347880794884118e-15,10.0
601,0.3141075907812916,9.995065603657315
602,0.6279051952931582,9.980267284282714
603,0.9410831331851482,9.9556196460308
604,1.2533323356430635,9.921147013144775
605,1.56434465040231,9.876883405951377
606,1.8738131458572636,9.822872507286885
607,2.1814324139654233,9.759167619387474
608,2.4868988716485614,9.685831611286307
609,2.789911060392287,9.602936856769432
610,3.090169943749484,9.510565162951533
611,3.3873792024529386,9.408807689542245
612,3.681245526846786,9.29776485888251
613,3.971478906347827,9.177546256839802
614,4.25779291565073,9.048270524660193
615,4.539904997395484,8.91006524188367
616,4.817536741017152,8.763066800438637
617,5.0904141575037265,8.607420270039428
618,5.358267949789964,8.443279255020153
619,5.620833778521316,8.270805742745612
620,5.877852522924725,8.09016994374948
621,6.129070536529771,7.901550123756898
622,6.374239897486916,7.705132427757877
623,6.613118653236523,7.501110696304592
624,6.8454710592869015,7.289686274214101
625,7.0710678118654755,7.071067811865475
626,7.289686274214127,6.845471059286874
627,7.501110696304593,6.613118653236521
628,7.705132427757901,6.374239897486886
629,7.9015501237569,6.1290705365297695
630,8.09016994374948,5.877852522924724
631,8.270805742745633,5.620833778521285
632,8.443279255020155,5.358267949789961
633,8.607420270039448,5.090414157503693
634,8.763066800438637,4.81753674101715
635,8.910065241883686,4.539904997395451
636,9.048270524660195,4.257792915650727
637,9.177546256839818,3.971478906347792
638,9.297764858882513,3.6812455268467836
639,9.40880768954226,3.3873792024529026
640,9.510565162951533,3.0901699437494816
641,9.602936856769432,2.7899110603922845
642,9.685831611286318,2.4868988716485245
643,9.759167619387476,2.181432413965421
644,9.82287250728689,1.873813145857226
645,9.876883405951379,1.5643446504023077
646,9.92114701314478,1.2533323356430257
647,9.9556196460308,0.9410831331851457
648,9.980267284282716,0.6279051952931204
649,9.995065603657315,0.3141075907812891
650,10.0,-9.803364199544707e-15
651,9.995065603657315,-0.31410759078130873
652,9.980267284282716,-0.62790519529314
653,9.955619646030797,-0.9410831331851653
654,9.921147013144777,-1.253332335643045
655,9.876883405951375,-1.564344650402327
656,9.822872507286887,-1.8738131458572456
657,9.75916761938747,-2.18143241396544
658,9.685831611286313,-2.4868988716485436
659,9.602936856769427,-2.789911060392303
660,9.510565162951528,-3.0901699437495007
661,9.408807689542252,-3.3873792024529212
662,9.297764858882505,-3.681245526846802
663,9.17754625683981,-3.97147890634781
664,9.048270524660186,-4.257792915650745
665,8.910065241883679,-4.539904997395468
666,8.763066800438628,-4.817536741017168
667,8.607420270039437,-5.0904141575037105
668,8.443279255020144,-5.358267949789978
669,8.270805742745623,-5.6208337785213
670,8.09016994374947,-5.877852522924739
671,7.901550123756888,-6.129070536529785
672,7.7051324277578885,-6.374239897486902
673,7.501110696304581,-6.613118653236535
674,7.289686274214113,-6.845471059286888
675,7.071067811865462,-7.071067811865488
676,6.845471059286887,-7.289686274214114
677,6.613118653236507,-7.501110696304605
678,6.374239897486901,-7.705132427757889
679,6.129070536529756,-7.901550123756911
680,5.877852522924709,-8.09016994374949
681,5.620833778521299,-8.270805742745623
682,5.358267949789947,-8.443279255020164
683,5.09041415750371,-8.607420270039439
684,4.817536741017135,-8.763066800438645
685,4.5399049973954675,-8.910065241883679
686,4.257792915650712,-9.048270524660202
687,3.971478906347809,-9.177546256839811
688,3.6812455268467676,-9.29776485888252
689,3.3873792024529203,-9.408807689542252
690,3.0901699437494656,-9.510565162951538
691,2.789911060392268,-9.602936856769437
692,2.4868988716485423,-9.685831611286313
693,2.181432413965404,-9.75916761938748
694,1.873813145857244,-9.822872507286887
695,1.5643446504022906,-9.87688340595138
696,1.253332335643044,-9.921147013144777
697,0.9410831331851287,-9.9556196460308
698,0.6279051952931387,-9.980267284282716
699,0.31410759078127193,-9.995065603657316
700,-2.6954609193973536e-14,-10.0
701,-0.31410759078129036,-9.995065603657315
702,-0.627905195293157,-9.980267284282714
703,-0.941083133185147,-9.9556196460308
704,-1.2533323356430621,-9.921147013144775
705,-1.564344650402309,-9.876883405951379
706,-1.873813145857262,-9.822872507286885
707,-2.1814324139654224,-9.759167619387474
708,-2.48689887164856,-9.685831611286309
709,-2.78991106039232,-9.602936856769423
710,-3.090169943749483,-9.510565162951533
711,-3.3873792024529377,-9.408807689542247
712,-3.6812455268467845,-9.297764858882513
713,-3.9714789063478255,-9.177546256839802
714,-4.257792915650728,-9.048270524660195
715,-4.539904997395484,-8.91006524188367
716,-4.817536741017151,-8.763066800438637
717,-5.090414157503726,-8.607420270039428
718,-5.358267949789962,-8.443279255020155
719,-5.620833778521314,-8.270805742745612
720,-5.877852522924752,-8.090169943749459
721,-6.12907053652977,-7.9015501237569
